medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country,country_long
Silver Medal,2,2024-08-03,Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,FENWTEAMSABRKOR01,KOR,Korea,Republic of Korea
Bronze Medal,3,2024-08-03,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,FENWTEAMSABRJPN01,JPN,Japan,Japan
Gold Medal,1,2024-08-03,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,JUDXTEAM6---FRA01,FRA,France,France
Silver Medal,2,2024-08-03,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,JUDXTEAM6---JPN01,JPN,Japan,Japan
Bronze Medal,3,2024-08-03,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,JUDXTEAM6---BRA01,BRA,Brazil,Brazil
Bronze Medal,3,2024-08-03,Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,JUDXTEAM6---KOR01,KOR,Korea,Republic of Korea
Gold Medal,1,2024-08-03,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--GBR01,GBR,Great Britain,Great Britain
Silver Medal,2,2024-08-03,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--NED01,NED,Netherlands,Netherlands
Bronze Medal,3,2024-08-03,United States,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--USA01,USA,United States,United States of America
Gold Medal,1,2024-08-03,Oliver ZEIDLER,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1906515,GER,Germany,Germany
Silver Medal,2,2024-08-03,Yauheni ZALATY,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1538160,AIN,AIN,AIN
Bronze Medal,3,2024-08-03,Simon van DORP,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1965599,NED,Netherlands,Netherlands
Gold Medal,1,2024-08-03,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--ROU01,ROU,Romania,Romania
Silver Medal,2,2024-08-03,Canada,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--CAN01,CAN,Canada,Canada
Bronze Medal,3,2024-08-03,Great Britain,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--GBR01,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-03,Karolien FLORIJN,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1965558,NED,Netherlands,Netherlands
Silver Medal,2,2024-08-03,Emma TWIGG,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1927027,NZL,New Zealand,New Zealand
Bronze Medal,3,2024-08-03,Viktorija SENKUTE,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1941956,LTU,Lithuania,Lithuania
Gold Medal,1,2024-08-03,Tom REUVENY,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1927680,ISR,Israel,Israel
Silver Medal,2,2024-08-03,Grae MORRIS,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1945982,AUS,Australia,Australia
Bronze Medal,3,2024-08-03,Luuc van OPZEELAND,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1970505,NED,Netherlands,Netherlands
Gold Medal,1,2024-08-03,Marta MAGGETTI,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1899653,ITA,Italy,Italy
Silver Medal,2,2024-08-03,Sharon KANTOR,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1927733,ISR,Israel,Israel
Bronze Medal,3,2024-08-03,Emma WILSON,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1899748,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-03,YANG Jiin,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1893995,KOR,Korea,Republic of Korea
Silver Medal,2,2024-08-03,Camille JEDRZEJEWSKI,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1888429,FRA,France,France
Bronze Medal,3,2024-08-03,Veronika MAJOR,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1899493,HUN,Hungary,Hungary
Gold Medal,1,2024-08-03,Vincent HANCOCK,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1944354,USA,United States,United States of America
Silver Medal,2,2024-08-03,Conner Lynn PRINCE,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1944385,USA,United States,United States of America
Bronze Medal,3,2024-08-03,LEE Meng Yuan,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1569852,TPE,Chinese Taipei,Chinese Taipei
Gold Medal,1,2024-08-03,Kristof MILAK,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1905860,HUN,Hungary,Hungary
Silver Medal,2,2024-08-03,Josh LIENDO,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1967069,CAN,Canada,Canada
Bronze Medal,3,2024-08-03,Ilya KHARUN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1967058,CAN,Canada,Canada
Gold Medal,1,2024-08-03,United States,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDUSA01,USA,United States,United States of America
Silver Medal,2,2024-08-03,China,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDCHN01,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-03,Australia,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDAUS01,AUS,Australia,Australia
Gold Medal,1,2024-08-03,Summer McINTOSH,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1967140,CAN,Canada,Canada
Silver Medal,2,2024-08-03,Kate DOUGLASS,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1935895,USA,United States,United States of America
Bronze Medal,3,2024-08-03,Kaylee McKEOWN,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1946198,AUS,Australia,Australia
Gold Medal,1,2024-08-03,Katie LEDECKY,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1935938,USA,United States,United States of America
Silver Medal,2,2024-08-03,Ariarne TITMUS,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1946150,AUS,Australia,Australia
Bronze Medal,3,2024-08-03,Paige MADDEN,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1935943,USA,United States,United States of America
Gold Medal,1,2024-08-03,CHEN Meng,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1902307,CHN,China,People's Republic of China
Silver Medal,2,2024-08-03,SUN Yingsha,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1902313,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-03,Hina HAYATA,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--,1931100,JPN,Japan,Japan
Gold Medal,1,2024-08-03,EBDEN/PEERS,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--,TENMDOUBLES-AUS02,AUS,Australia,Australia
Silver Medal,2,2024-08-03,KRAJICEK/RAM,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--,TENMDOUBLES-USA02,USA,United States,United States of America
Bronze Medal,3,2024-08-03,FRITZ/PAUL,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--,TENMDOUBLES-USA01,USA,United States,United States of America
Bronze Medal,3,2024-08-03,Lorenzo MUSETTI,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000200--,1562400,ITA,Italy,Italy
Gold Medal,1,2024-08-03,ZHENG Qinwen,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,1927709,CHN,China,People's Republic of China
Silver Medal,2,2024-08-03,Donna VEKIC,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,1554972,CRO,Croatia,Croatia
Gold Medal,1,2024-08-04,KIM Woojin,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,1902135,KOR,Korea,Republic of Korea
Silver Medal,2,2024-08-04,Brady ELLISON,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,1955595,USA,United States,United States of America
Bronze Medal,3,2024-08-04,LEE Wooseok,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000200--,1902144,KOR,Korea,Republic of Korea
Gold Medal,1,2024-08-04,LIU Yang,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1918856,CHN,China,People's Republic of China
Silver Medal,2,2024-08-04,ZOU Jingyuan,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1918865,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-04,Eleftherios PETROUNIAS,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1961314,GRE,Greece,Greece
Gold Medal,1,2024-08-04,Carlos Edriel YULO,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1975874,PHI,Philippines,Philippines
Silver Medal,2,2024-08-04,Artur DAVTYAN,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1915828,ARM,Armenia,Armenia
Bronze Medal,3,2024-08-04,Harry HEPWORTH,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1904740,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-04,Kaylia NEMOUR,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1545688,ALG,Algeria,Algeria
Silver Medal,2,2024-08-04,QIU Qiyuan,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1918872,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-04,Sunisa LEE,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1959866,USA,United States,United States of America
Gold Medal,1,2024-08-04,Noah LYLES,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,1960173,USA,United States,United States of America
Silver Medal,2,2024-08-04,Kishane THOMPSON,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,1980161,JAM,Jamaica,Jamaica
Bronze Medal,3,2024-08-04,Fred KERLEY,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,1960958,USA,United States,United States of America
Gold Medal,1,2024-08-04,Ethan KATZBERG,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1974151,CAN,Canada,Canada
Silver Medal,2,2024-08-04,Bence HALASZ,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1916814,HUN,Hungary,Hungary
Bronze Medal,3,2024-08-04,Mykhaylo KOKHAN,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1571563,UKR,Ukraine,Ukraine
Gold Medal,1,2024-08-04,Yaroslava MAHUCHIKH,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1571559,UKR,Ukraine,Ukraine
Silver Medal,2,2024-08-04,Nicola OLYSLAGERS,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1939838,AUS,Australia,Australia
Bronze Medal,3,2024-08-04,Iryna GERASHCHENKO,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1571577,UKR,Ukraine,Ukraine
Bronze Medal,3,2024-08-04,Eleanor PATTERSON,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1939763,AUS,Australia,Australia
Gold Medal,1,2024-08-04,LEE/WANG,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--,BDMMDOUBLES-TPE01,TPE,Chinese Taipei,Chinese Taipei
Silver Medal,2,2024-08-04,LIANG/WANG,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--,BDMMDOUBLES-CHN02,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-04,CHIA/SOH,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--,BDMMDOUBLES-MAS01,MAS,Malaysia,Malaysia
Bronze Medal,,2024-08-04,Gregoria Mariska TUNJUNG,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/sfnl000100--,1926315,INA,Indonesia,Indonesia
Bronze Medal,3,2024-08-04,Yunior ALCANTARA REYES,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--,1908817,DOM,Dominican Republic,Dominican Republic
Bronze Medal,3,2024-08-04,David de PINA,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--,1892464,CPV,Cabo Verde,Cabo Verde
Bronze Medal,3,2024-08-04,Wyatt SANFORD,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--,1972293,CAN,Canada,Canada
Bronze Medal,3,2024-08-04,Lasha GURULI,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--,1550184,GEO,Georgia,Georgia
Bronze Medal,3,2024-08-04,Cristian Javier PINALES,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--,1943368,DOM,Dominican Republic,Dominican Republic
Bronze Medal,3,2024-08-04,Arlen LOPEZ CARDONA,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--,1555548,CUB,Cuba,Cuba
Bronze Medal,3,2024-08-04,Enmanuel REYES PLA,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--,1934790,ESP,Spain,Spain
Bronze Medal,3,2024-08-04,Davlat BOLTAEV,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--,1909011,TJK,Tajikistan,Tajikistan
Bronze Medal,3,2024-08-04,PANG Cholmi,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--,1980125,PRK,DPR Korea,Democratic People's Republic of Korea
Bronze Medal,3,2024-08-04,IM Aeji,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000200--,1891890,KOR,Korea,Republic of Korea
Gold Medal,1,2024-08-04,Kristen FAULKNER,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,1955081,USA,United States,United States of America
Silver Medal,2,2024-08-04,Marianne VOS,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,1969165,NED,Netherlands,Netherlands
Bronze Medal,3,2024-08-04,Lotte KOPECKY,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,1903120,BEL,Belgium,Belgium
Gold Medal,1,2024-08-04,Jessica von BREDOW-WERNDL,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,1914905,GER,Germany,Germany
Silver Medal,2,2024-08-04,Isabell WERTH,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,1914909,GER,Germany,Germany
Bronze Medal,3,2024-08-04,Charlotte FRY,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,1970905,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-04,Japan,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--,FENMTEAMFOILJPN01,JPN,Japan,Japan
Silver Medal,2,2024-08-04,Italy,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--,FENMTEAMFOILITA01,ITA,Italy,Italy
Bronze Medal,3,2024-08-04,France,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--,FENMTEAMFOILFRA01,FRA,France,France
Gold Medal,1,2024-08-04,Scottie SCHEFFLER,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1951724,USA,United States,United States of America
Silver Medal,2,2024-08-04,Tommy FLEETWOOD,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1923629,GBR,Great Britain,Great Britain
Bronze Medal,3,2024-08-04,MATSUYAMA Hideki,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1961406,JPN,Japan,Japan
Gold Medal,1,2024-08-04,Francisca CROVETTO CHADID,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,1937878,CHI,Chile,Chile
Silver Medal,2,2024-08-04,Amber Jo RUTTER,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,1977402,GBR,Great Britain,Great Britain
Bronze Medal,3,2024-08-04,Austen Jewell SMITH,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,1944397,USA,United States,United States of America
Gold Medal,1,2024-08-04,Bobby FINKE,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,1935902,USA,United States,United States of America
Silver Medal,2,2024-08-04,Gregorio PALTRINIERI,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,1925630,ITA,Italy,Italy
Bronze Medal,3,2024-08-04,Daniel WIFFEN,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,1539969,IRL,Ireland,Ireland
Gold Medal,1,2024-08-04,China,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,SWMM4X100MMDCHN01,CHN,China,People's Republic of China
Silver Medal,2,2024-08-04,United States,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,SWMM4X100MMDUSA01,USA,United States,United States of America
Bronze Medal,3,2024-08-04,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,SWMM4X100MMDFRA01,FRA,France,France
Gold Medal,1,2024-08-04,United States,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,SWMW4X100MMDUSA01,USA,United States,United States of America
Silver Medal,2,2024-08-04,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,SWMW4X100MMDAUS01,AUS,Australia,Australia
Bronze Medal,3,2024-08-04,China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,SWMW4X100MMDCHN01,CHN,China,People's Republic of China
Gold Medal,1,2024-08-04,Sarah SJOESTROEM,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,1572557,SWE,Sweden,Sweden
Silver Medal,2,2024-08-04,Meg HARRIS,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,1946212,AUS,Australia,Australia
Bronze Medal,3,2024-08-04,ZHANG Yufei,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,1945125,CHN,China,People's Republic of China
Gold Medal,1,2024-08-04,FAN Zhendong,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,1902295,CHN,China,People's Republic of China
Silver Medal,2,2024-08-04,Truls MOREGARD,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,1563390,SWE,Sweden,Sweden
Bronze Medal,3,2024-08-04,Felix LEBRUN,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000200--,1889177,FRA,France,France
Gold Medal,1,2024-08-04,Novak DJOKOVIC,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,1956398,SRB,Serbia,Serbia
Silver Medal,2,2024-08-04,Carlos ALCARAZ,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,1563682,ESP,Spain,Spain
Gold Medal,1,2024-08-04,ERRANI/PAOLINI,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,TENWDOUBLES-ITA01,ITA,Italy,Italy
Silver Medal,2,2024-08-04,ANDREEVA/SHNAIDER,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,TENWDOUBLES-AIN02,AIN,AIN,AIN
